cell50x50,SR_natural_ebba1,SR_human_dominated_ebba1,SR_natural_ebba2,SR_human_dominated_ebba2,deltaSR_bird_natural,deltaSR_bird_human_dominated,SR_natural_m_b2000,SR_human_dominated_m_b2000,SR_natural_m_a2015,SR_human_dominated_m_a2015,deltaSR_mammal_natural,deltaSR_mammal_human_dominated
33UXP4,23,147,26,139,3,-8,1,10,3,29,2,19
33UXQ1,18,130,22,134,4,4,1,4,3,31,2,27
33UXQ2,26,153,29,149,3,-4,1,5,3,22,2,17
33UXQ3,23,146,33,147,10,1,NA,NA,5,28,NA,NA
33UXQ4,28,150,29,147,1,-3,NA,1,2,19,NA,18
33UXR1,20,134,24,143,4,9,5,27,3,28,-2,1
33UXR2,21,134,25,137,4,3,NA,2,2,20,NA,18
33UXR3,21,136,25,148,4,12,2,33,3,25,1,-8
33UXR4,25,147,26,142,1,-5,NA,8,1,19,NA,11
33UXS1,20,144,21,143,1,-1,2,19,4,25,2,6
33UXS2,19,122,23,144,4,22,3,19,4,22,1,3
33UXS3,19,144,21,142,2,-2,2,7,4,22,2,15
33UXS4,18,141,23,135,5,-6,3,27,1,20,-2,-7
33UXT1,20,151,20,146,0,-5,1,20,1,21,0,1
33UXT2,20,140,21,143,1,3,1,11,1,13,0,2
33UXT3,18,146,20,141,2,-5,3,26,2,19,-1,-7
33UXT4,20,146,21,144,1,-2,3,18,2,17,-1,-1
33UXU1,17,148,21,142,4,-6,2,23,1,18,-1,-5
33UXU2,17,140,19,139,2,-1,4,27,3,28,-1,1
33UXU3,17,138,19,136,2,-2,1,15,1,18,0,3
33UXU4,17,126,20,134,3,8,1,13,1,17,0,4
33UXV1,20,124,20,130,0,6,1,16,2,12,1,-4
33UXV2,17,136,20,136,3,0,1,20,1,13,0,-7
33UXV3,21,139,20,136,-1,-3,2,19,1,13,-1,-6
33UXV4,22,141,19,134,-3,-7,3,19,2,24,-1,5
33UYP1,18,128,22,127,4,-1,NA,NA,3,21,NA,NA
33UYP2,15,133,24,128,9,-5,NA,3,NA,2,NA,-1
33VUC2,16,118,24,132,8,14,4,31,3,36,-1,5
33VUC3,26,130,34,139,8,9,4,29,8,39,4,10
33VUC4,27,135,23,138,-4,3,6,31,8,41,2,10
33VUD1,29,126,29,135,0,9,3,22,6,36,3,14
33VUD2,25,131,28,138,3,7,3,20,6,36,3,16
33VUD3,21,121,20,129,-1,8,4,11,6,34,2,23
33VUD4,22,123,20,129,-2,6,5,20,6,32,1,12
33VUE3,22,127,28,139,6,12,4,20,5,29,1,9
33VUE4,20,121,21,131,1,10,4,11,5,36,1,25
33VUF3,21,117,25,131,4,14,3,14,4,29,1,15
33VUF4,19,117,23,130,4,13,1,14,4,30,3,16
33VUG3,20,104,19,113,-1,9,8,20,8,27,0,7
33VUG4,21,113,22,127,1,14,9,16,7,28,-2,12
33VUH3,25,102,26,107,1,5,9,18,10,21,1,3
33VUH4,23,101,24,110,1,9,7,21,7,20,0,-1
33VUJ3,NA,NA,NA,NA,NA,NA,8,13,10,12,2,-1
33VUJ4,34,115,30,113,-4,-2,10,20,10,22,0,2
33VUK3,NA,NA,NA,NA,NA,NA,9,12,9,12,0,0
33VUK4,NA,NA,NA,NA,NA,NA,9,15,8,17,-1,2
33VUL3,34,90,25,92,-9,2,7,11,10,17,3,6
33VUL4,35,96,34,100,-1,4,6,9,8,17,2,8
33VVC1,20,126,22,127,2,1,5,23,8,36,3,13
33VVC2,24,136,26,138,2,2,6,32,8,41,2,9
33VVC3,21,125,24,129,3,4,6,25,8,34,2,9
33VVC4,33,139,34,144,1,5,4,23,9,38,5,15
33VVD1,22,123,25,124,3,1,3,18,7,37,4,19
33VVD2,23,128,23,130,0,2,3,19,7,36,4,17
33VVD3,19,116,24,129,5,13,3,19,7,32,4,13
33VVD4,19,123,22,129,3,6,4,24,7,34,3,10
33VVE1,21,131,27,139,6,8,7,27,7,41,0,14
33VVE2,20,121,28,132,8,11,4,20,8,39,4,19
33VVE3,23,132,29,134,6,2,5,23,7,34,2,11
33VVE4,20,117,26,135,6,18,6,24,7,38,1,14
33VVF1,24,120,28,134,4,14,3,15,8,32,5,17
33VVF2,23,118,23,132,0,14,1,8,5,33,4,25
33VVF3,24,121,28,139,4,18,8,22,9,33,1,11
33VVF4,24,123,27,134,3,11,7,13,9,30,2,17
33VVG1,22,103,19,104,-3,1,5,21,6,20,1,-1
33VVG2,21,114,24,122,3,8,5,8,6,21,1,13
33VVG3,19,108,21,124,2,16,6,9,8,24,2,15
33VVG4,20,107,19,121,-1,14,6,12,6,29,0,17
33VVH1,24,103,22,112,-2,9,5,10,4,16,-1,6
33VVH2,24,101,24,118,0,17,6,6,5,22,-1,16
33VVH3,28,115,27,129,-1,14,6,18,8,25,2,7
33VVH4,NA,NA,NA,NA,NA,NA,3,6,5,20,2,14
33VVJ1,30,96,26,82,-4,-14,3,2,6,10,3,8
33VVJ2,24,99,24,85,0,-14,2,4,5,8,3,4
33VVJ3,25,101,22,97,-3,-4,4,4,5,13,1,9
33VVJ4,24,99,21,88,-3,-11,5,7,6,11,1,4
33VVK1,31,98,30,87,-1,-11,2,6,8,13,6,7
33VVK2,31,100,31,99,0,-1,9,5,8,12,-1,7
33VVK3,28,105,25,107,-3,2,3,5,7,15,4,10
33VVK4,25,99,26,101,1,2,4,3,6,11,2,8
33VVL1,NA,NA,NA,NA,NA,NA,2,1,8,12,6,11
33VVL2,33,106,30,115,-3,9,5,9,10,20,5,11
33VVL3,NA,NA,NA,NA,NA,NA,4,5,4,10,0,5
33VVL4,NA,NA,NA,NA,NA,NA,8,14,8,22,0,8
33VWC1,20,123,20,120,0,-3,2,8,7,31,5,23
33VWC2,31,134,34,149,3,15,5,32,8,38,3,6
33VWC3,32,141,34,152,2,11,6,26,7,34,1,8
33VWD1,18,116,21,125,3,9,6,20,7,36,1,16
33VWD2,19,120,20,126,1,6,3,12,7,30,4,18
33VWD3,28,129,29,134,1,5,3,9,7,32,4,23
33VWD4,28,129,26,134,-2,5,4,21,10,37,6,16
33VWE1,22,125,28,137,6,12,5,25,8,38,3,13
33VWE2,20,116,25,127,5,11,4,17,7,31,3,14
33VWE3,32,130,33,135,1,5,3,20,6,36,3,16
33VWE4,NA,NA,NA,NA,NA,NA,3,20,7,33,4,13
33VWF1,25,126,29,139,4,13,5,29,9,37,4,8
33VWF2,20,120,25,129,5,9,4,15,6,31,2,16
33VWF3,21,121,25,138,4,17,4,19,7,36,3,17
33VWF4,20,122,29,133,9,11,3,16,7,36,4,20
33VWG1,23,118,25,135,2,17,8,19,8,30,0,11
33VWG2,22,120,24,128,2,8,7,19,8,29,1,10
33VWG3,20,122,26,132,6,10,3,15,5,30,2,15
33VWG4,22,132,27,143,5,11,5,16,9,38,4,22
33VWH1,25,108,26,111,1,3,4,7,5,16,1,9
33VWH2,NA,NA,NA,NA,NA,NA,7,11,8,32,1,21
33VWH3,25,114,24,129,-1,15,3,11,6,22,3,11
33VWH4,23,109,24,129,1,20,5,10,7,29,2,19
33VWJ1,27,109,22,106,-5,-3,4,10,6,16,2,6
33VWJ2,26,119,26,120,0,1,3,4,5,13,2,9
33VWJ3,26,115,26,123,0,8,2,11,6,20,4,9
33VWJ4,26,118,25,127,-1,9,5,12,5,19,0,7
33VWK1,26,100,25,91,-1,-9,3,9,8,16,5,7
33VWK2,25,108,25,103,0,-5,2,7,7,18,5,11
33VWK3,25,105,21,102,-4,-3,3,4,6,20,3,16
33VWK4,25,107,23,113,-2,6,4,4,5,20,1,16
33VWL1,27,100,26,107,-1,7,2,7,8,18,6,11
33VWL2,27,102,26,104,-1,2,2,2,7,15,5,13
33VWL3,27,107,20,83,-7,-24,1,6,6,12,5,6
33VWL4,29,109,21,97,-8,-12,3,5,5,17,2,12
33VXD2,24,129,29,138,5,9,1,20,4,29,3,9
33VXF1,20,122,30,133,10,11,6,28,5,37,-1,9
33VXF2,28,127,33,143,5,16,3,24,7,36,4,12
33VXF3,27,127,26,133,-1,6,10,37,9,38,-1,1
33VXF4,29,125,31,134,2,9,5,27,6,32,1,5
33VXG1,23,130,29,140,6,10,5,24,8,35,3,11
33VXG2,21,128,28,141,7,13,6,30,9,37,3,7
33VXH1,29,126,26,125,-3,-1,2,5,7,25,5,20
33VXH2,32,132,36,141,4,9,3,14,6,29,3,15
33VXJ1,30,116,33,133,3,17,5,9,5,19,0,10
33VXJ2,27,122,33,130,6,8,4,7,7,17,3,10
33VXK1,27,117,29,126,2,9,3,7,6,24,3,17
33VXK2,34,135,34,139,0,4,5,16,7,26,2,10
33VXL1,28,106,18,81,-10,-25,3,2,5,9,2,7
33VXL2,26,109,25,117,-1,8,2,6,5,17,3,11
33WUM3,22,84,20,90,-2,6,5,14,6,14,1,0
33WUM4,29,89,22,92,-7,3,7,17,6,17,-1,0
33WUN3,25,86,21,81,-4,-5,3,11,7,9,4,-2
33WUN4,27,75,22,78,-5,3,5,7,6,11,1,4
33WUP4,30,85,28,97,-2,12,2,12,4,14,2,2
33WVM1,31,89,28,87,-3,-2,7,9,9,16,2,7
33WVM2,32,90,28,90,-4,0,8,15,9,15,1,0
33WVM3,32,90,27,84,-5,-6,8,8,10,13,2,5
33WVM4,33,94,31,100,-2,6,4,8,7,11,3,3
33WVN1,15,64,17,73,2,9,8,12,8,12,0,0
33WVN2,NA,NA,NA,NA,NA,NA,7,12,8,9,1,-3
33WVN3,29,80,21,75,-8,-5,9,13,10,15,1,2
33WVN4,32,84,30,85,-2,1,6,5,11,12,5,7
33WVP1,27,77,26,83,-1,6,6,14,8,17,2,3
33WVP2,36,98,29,104,-7,6,7,13,6,13,-1,0
33WVP3,39,106,26,96,-13,-10,8,15,9,15,1,0
33WVP4,NA,NA,NA,NA,NA,NA,9,11,7,11,-2,0
33WVQ2,27,92,31,93,4,1,3,7,7,14,4,7
33WVQ3,33,90,27,93,-6,3,5,9,8,13,3,4
33WVQ4,34,82,31,86,-3,4,7,10,10,11,3,1
33WVR4,NA,NA,NA,NA,NA,NA,1,NA,4,3,3,NA
33WWM1,35,97,28,90,-7,-7,2,1,5,9,3,8
33WWM2,30,92,19,96,-11,4,7,11,7,16,0,5
33WWM3,32,100,28,107,-4,7,3,8,5,14,2,6
33WWM4,31,103,24,101,-7,-2,2,6,8,15,6,9
33WWN1,34,97,29,78,-5,-19,5,7,6,9,1,2
33WWN2,33,97,31,88,-2,-9,4,1,9,12,5,11
33WWN3,34,100,28,80,-6,-20,7,4,6,7,-1,3
33WWN4,34,99,27,96,-7,-3,1,2,7,10,6,8
33WWP1,29,76,24,64,-5,-12,5,8,7,6,2,-2
33WWP2,30,86,31,87,1,1,7,9,9,8,2,-1
33WWP3,32,92,30,70,-2,-22,6,5,6,12,0,7
33WWP4,NA,NA,NA,NA,NA,NA,11,9,8,13,-3,4
33WWQ1,NA,NA,NA,NA,NA,NA,8,13,9,13,1,0
33WWQ2,34,99,31,98,-3,-1,9,10,9,14,0,4
33WWQ3,NA,NA,NA,NA,NA,NA,4,5,5,4,1,-1
33WWQ4,NA,NA,NA,NA,NA,NA,3,1,5,4,2,3
33WWR1,25,68,25,77,0,9,4,11,10,14,6,3
33WWR2,31,79,20,73,-11,-6,4,6,7,11,3,5
33WWR3,30,81,27,87,-3,6,8,9,9,10,1,1
33WWR4,NA,NA,NA,NA,NA,NA,6,2,4,2,-2,0
33WWS3,31,77,23,68,-8,-9,5,10,6,9,1,-1
33WWS4,30,82,31,91,1,9,6,8,9,11,3,3
33WXM1,28,101,23,88,-5,-13,2,NA,5,11,3,NA
33WXM2,28,106,22,96,-6,-10,6,3,4,11,-2,8
33WXN1,NA,NA,NA,NA,NA,NA,4,5,6,7,2,2
33WXN2,29,100,23,88,-6,-12,3,5,6,10,3,5
33WXP1,NA,NA,NA,NA,NA,NA,1,NA,4,3,3,NA
33WXP2,NA,NA,NA,NA,NA,NA,6,8,3,6,-3,-2
33WXQ1,30,74,23,77,-7,3,10,8,6,4,-4,-4
33WXQ2,32,93,25,63,-7,-30,10,9,5,6,-5,-3
33WXR1,NA,NA,NA,NA,NA,NA,9,14,8,8,-1,-6
33WXR2,NA,NA,NA,NA,NA,NA,4,3,5,3,1,0
33WXS2,16,64,13,69,-3,5,8,11,9,12,1,1
34SBK4,NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,5
34SCK4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
34SDH3,10,68,12,73,2,5,NA,NA,NA,8,NA,NA
34SDJ1,17,113,17,111,0,-2,NA,1,1,10,NA,9
34SDJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
34SDJ3,16,125,14,92,-2,-33,NA,1,1,11,NA,10
34SDJ4,22,128,16,98,-6,-30,NA,NA,1,5,NA,NA
34SDK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
34SDK4,21,121,15,105,-6,-16,1,4,1,14,0,10
34SEF3,7,80,9,63,2,-17,NA,1,NA,4,NA,3
34SEG1,6,64,7,65,1,1,NA,2,NA,1,NA,-1
34SEG3,15,86,13,77,-2,-9,NA,2,NA,8,NA,6
34SEG4,12,74,7,63,-5,-11,NA,1,NA,8,NA,7
34SEH1,15,117,17,96,2,-21,NA,NA,NA,4,NA,NA
34SEH2,15,95,16,84,1,-11,NA,1,NA,3,NA,2
34SEH3,19,101,12,78,-7,-23,NA,1,NA,4,NA,3
34SEH4,15,94,16,94,1,0,1,2,NA,5,NA,3
34SEJ1,NA,NA,NA,NA,NA,NA,1,2,NA,4,NA,2
34SEJ2,17,118,14,89,-3,-29,NA,NA,NA,2,NA,NA
34SEJ3,15,120,14,96,-1,-24,NA,NA,NA,7,NA,NA
34SEJ4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
34SEK2,NA,NA,NA,NA,NA,NA,1,2,NA,6,NA,4
34SEK4,17,107,11,84,-6,-23,NA,NA,NA,NA,NA,NA
34SFF1,15,99,13,83,-2,-16,NA,2,1,7,NA,5
34SFF2,6,51,5,46,-1,-5,NA,NA,NA,NA,NA,NA
34SFF3,9,71,7,58,-2,-13,NA,NA,NA,2,NA,NA
34SFF4,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,1
34SFG1,17,96,14,95,-3,-1,NA,3,NA,10,NA,7
34SFG2,15,95,13,86,-2,-9,NA,1,NA,4,NA,3
34SFG3,6,76,7,66,1,-10,NA,NA,NA,7,NA,NA
34SFG4,14,69,9,65,-5,-4,NA,2,NA,4,NA,2
34SFH1,24,117,22,115,-2,-2,1,5,NA,7,NA,2
34SFH2,12,84,12,92,0,8,2,4,NA,3,NA,-1
34SFH3,14,97,10,71,-4,-26,NA,4,1,7,NA,3
34SFH4,8,73,8,73,0,0,NA,1,NA,3,NA,2
34SFJ1,10,89,6,79,-4,-10,NA,NA,NA,3,NA,NA
34SFJ2,15,116,21,114,6,-2,NA,5,NA,2,NA,-3
34SFJ3,8,98,17,104,9,6,NA,1,NA,11,NA,10
34SFJ4,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA
34SFK2,NA,NA,NA,NA,NA,NA,NA,2,NA,6,NA,4
34SGG1,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,6
34SGG2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
34SGH1,11,75,7,68,-4,-7,NA,1,NA,2,NA,1
34SGH2,NA,NA,NA,NA,NA,NA,NA,6,NA,16,NA,10
34SGJ2,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,NA
34SGK2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
34TBK3,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,7
34TBM3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
34TBN3,13,79,9,94,-4,15,4,12,NA,2,NA,-10
34TBN4,17,116,9,103,-8,-13,2,15,5,33,3,18
34TBP3,NA,NA,NA,NA,NA,NA,3,22,1,9,-2,-13
34TBP4,NA,NA,NA,NA,NA,NA,3,17,NA,7,NA,-10
34TBQ3,16,106,12,106,-4,0,NA,13,1,3,NA,-10
34TBQ4,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,-3
34TBR3,18,136,20,112,2,-24,2,16,1,5,-1,-11
34TBR4,14,105,16,110,2,5,1,16,1,12,0,-4
34TCK3,NA,NA,NA,NA,NA,NA,NA,1,NA,10,NA,9
34TCL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
34TCL4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
34TCM1,NA,NA,NA,NA,NA,NA,2,15,7,36,5,21
34TCM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
34TCM3,NA,NA,NA,NA,NA,NA,NA,2,3,24,NA,22
34TCM4,NA,NA,NA,NA,NA,NA,1,9,3,17,2,8
34TCN1,NA,NA,NA,NA,NA,NA,3,20,5,27,2,7
34TCN2,NA,NA,NA,NA,NA,NA,3,14,3,33,0,19
34TCN3,19,108,17,104,-2,-4,1,14,3,27,2,13
34TCN4,NA,NA,NA,NA,NA,NA,5,18,5,35,0,17
34TCP1,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,-4
34TCP2,NA,NA,NA,NA,NA,NA,2,16,5,25,3,9
34TCP3,NA,NA,NA,NA,NA,NA,2,19,NA,9,NA,-10
34TCP4,NA,NA,NA,NA,NA,NA,1,10,NA,9,NA,-1
34TCQ1,NA,NA,NA,NA,NA,NA,1,9,1,5,0,-4
34TCQ2,NA,NA,NA,NA,NA,NA,NA,7,NA,4,NA,-3
34TCQ3,13,115,17,115,4,0,1,15,1,8,0,-7
34TCQ4,NA,NA,NA,NA,NA,NA,1,14,1,7,0,-7
34TCR1,23,121,21,129,-2,8,2,21,3,14,1,-7
34TCR2,11,91,16,105,5,14,2,21,2,13,0,-8
34TCR3,17,114,14,105,-3,-9,1,21,1,6,0,-15
34TCR4,15,121,18,122,3,1,1,18,2,9,1,-9
34TCS1,18,121,22,131,4,10,NA,3,NA,8,NA,5
34TCS2,15,120,15,120,0,0,NA,NA,NA,7,NA,NA
34TCS3,15,126,22,127,7,1,NA,7,2,11,NA,4
34TCS4,11,122,20,120,9,-2,NA,6,NA,15,NA,9
34TCT1,22,136,24,131,2,-5,1,20,2,30,1,10
34TCT2,22,131,24,137,2,6,NA,8,NA,14,NA,6
34TCT3,16,117,20,127,4,10,1,13,2,19,1,6
34TCT4,15,120,23,131,8,11,NA,1,1,11,NA,10
34TDK1,NA,NA,NA,NA,NA,NA,2,NA,2,4,0,NA
34TDK3,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
34TDL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
34TDL2,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
34TDL3,NA,NA,NA,NA,NA,NA,3,14,2,10,-1,-4
34TDL4,NA,NA,NA,NA,NA,NA,3,11,1,8,-2,-3
34TDM1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
34TDM2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
34TDM3,NA,NA,NA,NA,NA,NA,5,20,NA,10,NA,-10
34TDM4,NA,NA,NA,NA,NA,NA,5,20,1,8,-4,-12
34TDN1,NA,NA,NA,NA,NA,NA,2,9,2,11,0,2
34TDN2,NA,NA,NA,NA,NA,NA,4,19,8,38,4,19
34TDN3,NA,NA,NA,NA,NA,NA,2,16,1,5,-1,-11
34TDN4,NA,NA,NA,NA,NA,NA,3,9,NA,8,NA,-1
34TDP1,NA,NA,NA,NA,NA,NA,1,9,NA,8,NA,-1
34TDP2,NA,NA,NA,NA,NA,NA,2,5,1,8,-1,3
34TDP3,12,98,8,95,-4,-3,1,10,NA,10,NA,0
34TDP4,11,101,12,100,1,-1,1,17,NA,9,NA,-8
34TDQ1,18,122,16,125,-2,3,2,22,2,19,0,-3
34TDQ2,NA,NA,NA,NA,NA,NA,1,19,NA,8,NA,-11
34TDQ3,17,122,23,127,6,5,1,24,1,16,0,-8
34TDQ4,NA,NA,NA,NA,NA,NA,2,19,NA,9,NA,-10
34TDR1,20,133,18,122,-2,-11,NA,18,NA,7,NA,-11
34TDR2,24,144,22,147,-2,3,2,22,1,16,-1,-6
34TDR3,13,113,14,110,1,-3,NA,7,1,1,NA,-6
34TDR4,23,143,16,116,-7,-27,NA,12,1,6,NA,-6
34TDS1,20,126,24,132,4,6,NA,3,NA,8,NA,5
34TDS2,20,135,24,141,4,6,NA,16,NA,10,NA,-6
34TDS3,13,111,16,112,3,1,NA,NA,1,6,NA,NA
34TDS4,13,115,20,127,7,12,NA,NA,1,7,NA,NA
34TDT1,14,116,16,122,2,6,NA,6,1,12,NA,6
34TDT2,NA,NA,NA,NA,NA,NA,NA,1,1,11,NA,10
34TDT3,21,136,22,139,1,3,NA,7,2,13,NA,6
34TDT4,NA,NA,NA,NA,NA,NA,NA,1,NA,9,NA,8
34TEK1,24,140,19,121,-5,-19,1,2,NA,6,NA,4
34TEK3,NA,NA,NA,NA,NA,NA,1,2,NA,13,NA,11
34TEL1,NA,NA,NA,NA,NA,NA,1,11,NA,2,NA,-9
34TEL2,29,152,30,156,1,4,3,22,2,19,-1,-3
34TEL3,16,110,18,124,2,14,1,14,NA,3,NA,-11
34TEL4,27,148,23,123,-4,-25,NA,8,NA,7,NA,-1
34TEM1,NA,NA,NA,NA,NA,NA,3,17,NA,8,NA,-9
34TEM2,NA,NA,NA,NA,NA,NA,4,12,NA,6,NA,-6
34TEM3,NA,NA,NA,NA,NA,NA,1,11,NA,2,NA,-9
34TEM4,NA,NA,NA,NA,NA,NA,1,16,NA,NA,NA,NA
34TEN1,NA,NA,NA,NA,NA,NA,1,13,NA,2,NA,-11
34TEN2,NA,NA,NA,NA,NA,NA,NA,10,NA,11,NA,1
34TEN3,NA,NA,NA,NA,NA,NA,2,11,NA,6,NA,-5
34TEN4,NA,NA,NA,NA,NA,NA,1,14,NA,5,NA,-9
34TEP1,12,93,14,102,2,9,1,9,2,11,1,2
34TEP2,NA,NA,NA,NA,NA,NA,1,11,1,13,0,2
34TEP3,NA,NA,NA,NA,NA,NA,2,19,NA,5,NA,-14
34TEP4,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,0
34TEQ1,24,137,20,147,-4,10,1,23,NA,10,NA,-13
34TEQ2,NA,NA,NA,NA,NA,NA,NA,10,NA,4,NA,-6
34TEQ3,10,102,14,99,4,-3,NA,NA,1,6,NA,NA
34TEQ4,12,100,15,105,3,5,2,17,1,5,-1,-12
34TER1,15,103,16,108,1,5,NA,NA,1,6,NA,NA
34TER2,9,96,15,110,6,14,NA,15,NA,2,NA,-13
34TER3,13,99,11,100,-2,1,NA,NA,NA,2,NA,NA
34TER4,14,93,11,97,-3,4,NA,NA,NA,12,NA,NA
34TES1,17,121,22,130,5,9,NA,1,NA,4,NA,3
34TES2,13,104,15,115,2,11,NA,NA,NA,3,NA,NA
34TES3,16,115,18,117,2,2,NA,4,1,2,NA,-2
34TES4,12,97,13,104,1,7,NA,1,NA,1,NA,0
34TET1,18,128,25,139,7,11,1,5,3,18,2,13
34TET2,13,118,22,132,9,14,NA,1,1,10,NA,9
34TET3,14,114,20,121,6,7,NA,1,2,7,NA,6
34TET4,16,108,19,125,3,17,NA,8,NA,4,NA,-4
34TFK1,24,153,22,119,-2,-34,NA,1,2,7,NA,6
34TFK3,15,116,15,114,0,-2,NA,1,NA,14,NA,13
34TFL1,23,123,16,126,-7,3,3,24,2,7,-1,-17
34TFL2,19,117,13,103,-6,-14,NA,NA,NA,4,NA,NA
34TFL3,24,159,28,161,4,2,3,19,1,20,-2,1
34TFL4,16,123,14,104,-2,-19,NA,3,1,16,NA,13
34TFM1,15,112,19,132,4,20,4,13,NA,3,NA,-10
34TFM2,NA,NA,NA,NA,NA,NA,2,18,1,1,-1,-17
34TFM3,27,143,23,143,-4,0,2,20,1,10,-1,-10
34TFM4,26,146,24,133,-2,-13,4,23,NA,10,NA,-13
34TFN1,NA,NA,NA,NA,NA,NA,2,19,NA,NA,NA,NA
34TFN2,NA,NA,NA,NA,NA,NA,2,18,NA,6,NA,-12
34TFN3,20,132,22,147,2,15,4,20,NA,10,NA,-10
34TFN4,25,145,24,144,-1,-1,3,23,NA,18,NA,-5
34TFP1,NA,NA,NA,NA,NA,NA,2,14,NA,1,NA,-13
34TFP2,NA,NA,NA,NA,NA,NA,3,18,NA,6,NA,-12
34TFP3,15,109,14,122,-1,13,NA,3,NA,4,NA,1
34TFP4,NA,NA,NA,NA,NA,NA,1,15,NA,3,NA,-12
34TFQ1,10,83,13,89,3,6,NA,3,NA,4,NA,1
34TFQ2,NA,NA,NA,NA,NA,NA,2,10,1,8,-1,-2
34TFQ3,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,0
34TFQ4,8,85,9,95,1,10,NA,NA,NA,1,NA,NA
34TFR1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA
34TFR2,16,80,17,94,1,14,NA,1,1,10,NA,9
34TFR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
34TFR4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
34TFS1,14,96,19,106,5,10,3,11,2,13,-1,2
34TFS2,9,79,10,89,1,10,NA,NA,NA,2,NA,NA
34TFS3,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA
34TFS4,18,89,16,108,-2,19,NA,NA,2,7,NA,NA
34TFT1,15,100,16,108,1,8,NA,NA,NA,2,NA,NA
34TFT2,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,1
34TFT3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
34TFT4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
34TGK1,NA,NA,NA,NA,NA,NA,NA,2,1,7,NA,5
34TGL1,18,125,23,128,5,3,4,13,2,9,-2,-4
34TGL2,18,125,14,96,-4,-29,NA,6,NA,4,NA,-2
34TGM1,NA,NA,NA,NA,NA,NA,3,21,1,11,-2,-10
34TGM2,21,130,24,137,3,7,4,20,1,6,-3,-14
34TGN1,17,134,17,121,0,-13,3,17,1,11,-2,-6
34TGN2,24,121,18,137,-6,16,2,20,NA,11,NA,-9
34TGP1,14,104,17,130,3,26,NA,NA,NA,NA,NA,NA
34TGP2,NA,NA,NA,NA,NA,NA,1,8,NA,1,NA,-7
34TGQ2,NA,NA,NA,NA,NA,NA,1,2,NA,4,NA,2
34TGR1,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA
34TGR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
34TGS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
34TGS2,20,121,20,120,0,-1,NA,NA,NA,7,NA,NA
34TGT1,19,106,15,100,-4,-6,NA,NA,2,6,NA,NA
34TGT2,NA,NA,NA,NA,NA,NA,NA,NA,3,19,NA,NA
34UCA1,19,136,24,141,5,5,5,30,4,23,-1,-7
34UCA2,28,145,28,150,0,5,3,12,2,24,-1,12
34UCA3,20,145,21,136,1,-9,4,33,3,22,-1,-11
34UCA4,24,148,28,145,4,-3,1,24,4,27,3,3
34UCB1,16,136,15,125,-1,-11,3,25,1,10,-2,-15
34UCB2,18,139,24,144,6,5,4,22,2,18,-2,-4
34UCB3,16,139,16,129,0,-10,2,26,3,13,1,-13
34UCB4,18,141,17,135,-1,-6,5,27,2,19,-3,-8
34UCC1,17,139,19,143,2,4,3,14,1,12,-2,-2
34UCC2,20,143,20,137,0,-6,2,17,1,8,-1,-9
34UCC3,19,144,17,134,-2,-10,3,14,1,8,-2,-6
34UCC4,19,142,18,136,-1,-6,2,26,2,15,0,-11
