"X","STUDY_ID","DAY","MONTH","YEAR","SAMPLE_DESC","PLOT","ID_SPECIES","LATITUDE","LONGITUDE","sum.allrawdata.ABUNDANCE","sum.allrawdata.BIOMASS","GENUS","SPECIES","GENUS_SPECIES","CLASS"
7532372,360,NA,NA,1984,"52.716667_24.26666_1984_cm","cm",45637,52.71667,24.26666,0,1,"Lophophanes","cristatus","Lophophanes cristatus","Aves"
7532373,360,NA,NA,1984,"52.716667_24.26666_1984_cm","cm",45706,52.71667,24.26666,0,1,"Oriolus","oriolus","Oriolus oriolus","Aves"
7532374,360,NA,NA,1984,"52.716667_24.26666_1984_cm","cm",45724,52.71667,24.26666,0,1,"Periparus","ater","Periparus ater","Aves"
7532375,360,NA,NA,1984,"52.716667_24.26666_1984_cm","cm",45729,52.71667,24.26666,0,14.5,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7532376,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3626,52.71667,24.26666,0,1,"Aegithalos","caudatus","Aegithalos caudatus","Aves"
7532377,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3679,52.71667,24.26666,0,1,"Apus","apus","Apus apus","Aves"
7532378,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3765,52.71667,24.26666,0,2,"Carduelis","chloris","Carduelis chloris","Aves"
7532379,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3770,52.71667,24.26666,0,1,"Carduelis","spinus","Carduelis spinus","Aves"
7532380,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3799,52.71667,24.26666,0,8,"Certhia","familiaris","Certhia familiaris","Aves"
7532381,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3825,52.71667,24.26666,0,9,"Coccothraustes","coccothraustes","Coccothraustes coccothraustes","Aves"
7532382,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3836,52.71667,24.26666,0,3.5,"Columba","palumbus","Columba palumbus","Aves"
7532383,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3858,52.71667,24.26666,0,1,"Cuculus","canorus","Cuculus canorus","Aves"
7532384,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3877,52.71667,24.26666,0,4,"Dendrocopos","major","Dendrocopos major","Aves"
7532385,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3878,52.71667,24.26666,0,2,"Dendrocopos","minor","Dendrocopos minor","Aves"
7532386,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3929,52.71667,24.26666,0,17.5,"Erithacus","rubecula","Erithacus rubecula","Aves"
7532387,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3959,52.71667,24.26666,0,55.5,"Fringilla","coelebs","Fringilla coelebs","Aves"
7532388,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",3967,52.71667,24.26666,0,2,"Garrulus","glandarius","Garrulus glandarius","Aves"
7532389,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4125,52.71667,24.26666,0,8,"Muscicapa","striata","Muscicapa striata","Aves"
7532390,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4190,52.71667,24.26666,0,11,"Parus","major","Parus major","Aves"
7532391,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4254,52.71667,24.26666,0,13,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7532392,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4293,52.71667,24.26666,0,5.5,"Poecile","palustris","Poecile palustris","Aves"
7532393,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4310,52.71667,24.26666,0,7.5,"Prunella","modularis","Prunella modularis","Aves"
7532394,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4370,52.71667,24.26666,0,5,"Regulus","regulus","Regulus regulus","Aves"
7532395,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4402,52.71667,24.26666,0,12,"Sitta","europaea","Sitta europaea","Aves"
7532397,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4461,52.71667,24.26666,0,0.1,"Strix","aluco","Strix aluco","Aves"
7532398,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4468,52.71667,24.26666,0,29,"Sturnus","vulgaris","Sturnus vulgaris","Aves"
7532399,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4476,52.71667,24.26666,0,19,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7532400,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4477,52.71667,24.26666,0,8.5,"Sylvia","borin","Sylvia borin","Aves"
7532401,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4517,52.71667,24.26666,0,8.8,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
7532403,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4519,52.71667,24.26666,0,11,"Turdus","merula","Turdus merula","Aves"
7532404,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",4521,52.71667,24.26666,0,14,"Turdus","philomelos","Turdus philomelos","Aves"
7532405,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45223,52.71667,24.26666,0,2,"Anthus","trivialis","Anthus trivialis","Aves"
7532407,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45303,52.71667,24.26666,0,4,"Carduelis","carduelis","Carduelis carduelis","Aves"
7532408,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45310,52.71667,24.26666,0,3,"Carpodacus","erythrinus","Carpodacus erythrinus","Aves"
7532409,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45394,52.71667,24.26666,0,9,"Cyanistes","caeruleus","Cyanistes caeruleus","Aves"
7532410,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45411,52.71667,24.26666,0,0.5,"Dendrocopos","leucotos","Dendrocopos leucotos","Aves"
7532411,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45412,52.71667,24.26666,0,1,"Dendrocopos","medius","Dendrocopos medius","Aves"
7532412,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45434,52.71667,24.26666,0,0.5,"Dryocopus","martius","Dryocopus martius","Aves"
7532414,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45506,52.71667,24.26666,0,15.5,"Ficedula","albicollis","Ficedula albicollis","Aves"
7532415,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45507,52.71667,24.26666,0,3,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
7532416,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45508,52.71667,24.26666,0,1,"Ficedula","parva","Ficedula parva","Aves"
7532417,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45591,52.71667,24.26666,0,4.5,"Hippolais","icterina","Hippolais icterina","Aves"
7532418,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45607,52.71667,24.26666,0,1,"Jynx","torquilla","Jynx torquilla","Aves"
7532419,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45639,52.71667,24.26666,0,0.1,"Luscinia","luscinia","Luscinia luscinia","Aves"
7532420,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45706,52.71667,24.26666,0,1.5,"Oriolus","oriolus","Oriolus oriolus","Aves"
7532421,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45724,52.71667,24.26666,0,1,"Periparus","ater","Periparus ater","Aves"
7532422,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45729,52.71667,24.26666,0,14.5,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7532423,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45788,52.71667,24.26666,0,4.5,"Regulus","ignicapillus","Regulus ignicapillus","Aves"
7532424,360,NA,NA,1984,"52.716667_24.26666_1984_k","k",45921,52.71667,24.26666,0,1,"Turdus","iliacus","Turdus iliacus","Aves"
7532425,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3626,52.71667,24.26666,0,1,"Aegithalos","caudatus","Aegithalos caudatus","Aves"
7532426,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3714,52.71667,24.26666,0,0.1,"Bonasa","bonasia","Bonasa bonasia","Aves"
7532427,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3770,52.71667,24.26666,0,0.1,"Carduelis","spinus","Carduelis spinus","Aves"
7532428,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3799,52.71667,24.26666,0,5.5,"Certhia","familiaris","Certhia familiaris","Aves"
7532429,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3825,52.71667,24.26666,0,5,"Coccothraustes","coccothraustes","Coccothraustes coccothraustes","Aves"
7532430,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3858,52.71667,24.26666,0,1,"Cuculus","canorus","Cuculus canorus","Aves"
7532431,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3877,52.71667,24.26666,0,2.5,"Dendrocopos","major","Dendrocopos major","Aves"
7532432,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",39099,52.71667,24.26666,0,0.5,"Picoides","tridactylus","Picoides tridactylus","Aves"
7532433,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3929,52.71667,24.26666,0,12,"Erithacus","rubecula","Erithacus rubecula","Aves"
7532434,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",39428,52.71667,24.26666,0,2,"Tringa","ochropus","Tringa ochropus","Aves"
7532435,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3959,52.71667,24.26666,0,41,"Fringilla","coelebs","Fringilla coelebs","Aves"
7532437,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",3967,52.71667,24.26666,0,1,"Garrulus","glandarius","Garrulus glandarius","Aves"
7532438,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4125,52.71667,24.26666,0,4,"Muscicapa","striata","Muscicapa striata","Aves"
7532439,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4190,52.71667,24.26666,0,8.5,"Parus","major","Parus major","Aves"
7532440,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4254,52.71667,24.26666,0,11,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7532441,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4255,52.71667,24.26666,0,3,"Phylloscopus","trochilus","Phylloscopus trochilus","Aves"
7532442,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4293,52.71667,24.26666,0,3,"Poecile","palustris","Poecile palustris","Aves"
7532443,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4310,52.71667,24.26666,0,7.5,"Prunella","modularis","Prunella modularis","Aves"
7532444,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4370,52.71667,24.26666,0,4.5,"Regulus","regulus","Regulus regulus","Aves"
7532445,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4384,52.71667,24.26666,0,1,"Scolopax","rusticola","Scolopax rusticola","Aves"
7532446,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4402,52.71667,24.26666,0,9,"Sitta","europaea","Sitta europaea","Aves"
7532447,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4476,52.71667,24.26666,0,6,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7532448,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4477,52.71667,24.26666,0,3.5,"Sylvia","borin","Sylvia borin","Aves"
7532449,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4517,52.71667,24.26666,0,6.5,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
7532450,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4519,52.71667,24.26666,0,6,"Turdus","merula","Turdus merula","Aves"
7532451,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",4521,52.71667,24.26666,0,4,"Turdus","philomelos","Turdus philomelos","Aves"
7532452,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",45394,52.71667,24.26666,0,8,"Cyanistes","caeruleus","Cyanistes caeruleus","Aves"
7532453,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",45412,52.71667,24.26666,0,0.1,"Dendrocopos","medius","Dendrocopos medius","Aves"
7532454,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",45506,52.71667,24.26666,0,7,"Ficedula","albicollis","Ficedula albicollis","Aves"
7532455,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",45507,52.71667,24.26666,0,6.5,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
7532456,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",45508,52.71667,24.26666,0,0.1,"Ficedula","parva","Ficedula parva","Aves"
7532457,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",45706,52.71667,24.26666,0,1.5,"Oriolus","oriolus","Oriolus oriolus","Aves"
7532458,360,NA,NA,1984,"52.716667_24.26666_1984_l","l",45729,52.71667,24.26666,0,5,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7532459,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3626,52.71667,24.26666,0,1,"Aegithalos","caudatus","Aegithalos caudatus","Aves"
7532460,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3679,52.71667,24.26666,0,1,"Apus","apus","Apus apus","Aves"
7532461,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3799,52.71667,24.26666,0,5,"Certhia","familiaris","Certhia familiaris","Aves"
7532462,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3825,52.71667,24.26666,0,6.5,"Coccothraustes","coccothraustes","Coccothraustes coccothraustes","Aves"
7532463,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3836,52.71667,24.26666,0,1.8,"Columba","palumbus","Columba palumbus","Aves"
7532464,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3858,52.71667,24.26666,0,1,"Cuculus","canorus","Cuculus canorus","Aves"
7532465,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3877,52.71667,24.26666,0,1.5,"Dendrocopos","major","Dendrocopos major","Aves"
7532466,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3878,52.71667,24.26666,0,1,"Dendrocopos","minor","Dendrocopos minor","Aves"
7532467,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3929,52.71667,24.26666,0,13.5,"Erithacus","rubecula","Erithacus rubecula","Aves"
7532468,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3959,52.71667,24.26666,0,28,"Fringilla","coelebs","Fringilla coelebs","Aves"
7532469,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",3967,52.71667,24.26666,0,3,"Garrulus","glandarius","Garrulus glandarius","Aves"
7532470,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4125,52.71667,24.26666,0,0.8,"Muscicapa","striata","Muscicapa striata","Aves"
7532471,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4190,52.71667,24.26666,0,6,"Parus","major","Parus major","Aves"
7532472,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4293,52.71667,24.26666,0,5.5,"Poecile","palustris","Poecile palustris","Aves"
7532473,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4310,52.71667,24.26666,0,0.1,"Prunella","modularis","Prunella modularis","Aves"
7532474,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4364,52.71667,24.26666,0,1,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
7532475,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4370,52.71667,24.26666,0,3,"Regulus","regulus","Regulus regulus","Aves"
7532476,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4402,52.71667,24.26666,0,13,"Sitta","europaea","Sitta europaea","Aves"
7532477,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4476,52.71667,24.26666,0,2.5,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7532478,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4517,52.71667,24.26666,0,5,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
7532479,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4519,52.71667,24.26666,0,5,"Turdus","merula","Turdus merula","Aves"
7532480,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",4521,52.71667,24.26666,0,7.5,"Turdus","philomelos","Turdus philomelos","Aves"
7532481,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",45223,52.71667,24.26666,0,3.5,"Anthus","trivialis","Anthus trivialis","Aves"
7532482,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",45394,52.71667,24.26666,0,8.5,"Cyanistes","caeruleus","Cyanistes caeruleus","Aves"
7532483,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",45411,52.71667,24.26666,0,0.1,"Dendrocopos","leucotos","Dendrocopos leucotos","Aves"
7532484,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",45412,52.71667,24.26666,0,3,"Dendrocopos","medius","Dendrocopos medius","Aves"
7532485,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",45506,52.71667,24.26666,0,11.5,"Ficedula","albicollis","Ficedula albicollis","Aves"
7532486,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",45507,52.71667,24.26666,0,2,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
7532487,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",45508,52.71667,24.26666,0,3,"Ficedula","parva","Ficedula parva","Aves"
7532488,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",45706,52.71667,24.26666,0,0.5,"Oriolus","oriolus","Oriolus oriolus","Aves"
7532489,360,NA,NA,1984,"52.716667_24.26666_1984_ms","ms",45729,52.71667,24.26666,0,11.5,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7532490,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3714,52.71667,24.26666,0,1.5,"Bonasa","bonasia","Bonasa bonasia","Aves"
7532491,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3770,52.71667,24.26666,0,0.1,"Carduelis","spinus","Carduelis spinus","Aves"
7532492,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3799,52.71667,24.26666,0,4.5,"Certhia","familiaris","Certhia familiaris","Aves"
7532493,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3835,52.71667,24.26666,0,0.1,"Columba","oenas","Columba oenas","Aves"
7532494,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3836,52.71667,24.26666,0,1.5,"Columba","palumbus","Columba palumbus","Aves"
7532495,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3858,52.71667,24.26666,0,1,"Cuculus","canorus","Cuculus canorus","Aves"
7532496,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3877,52.71667,24.26666,0,0.1,"Dendrocopos","major","Dendrocopos major","Aves"
7532497,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",39099,52.71667,24.26666,0,0.1,"Picoides","tridactylus","Picoides tridactylus","Aves"
7532498,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3929,52.71667,24.26666,0,9,"Erithacus","rubecula","Erithacus rubecula","Aves"
7532499,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3959,52.71667,24.26666,0,33.5,"Fringilla","coelebs","Fringilla coelebs","Aves"
7532500,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",3967,52.71667,24.26666,0,1.8,"Garrulus","glandarius","Garrulus glandarius","Aves"
7532501,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4125,52.71667,24.26666,0,1,"Muscicapa","striata","Muscicapa striata","Aves"
7532502,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4190,52.71667,24.26666,0,1,"Parus","major","Parus major","Aves"
7532503,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4254,52.71667,24.26666,0,1,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7532504,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4292,52.71667,24.26666,0,1,"Poecile","montanus","Poecile montanus","Aves"
7532505,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4310,52.71667,24.26666,0,1.5,"Prunella","modularis","Prunella modularis","Aves"
7532506,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4364,52.71667,24.26666,0,2,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
7532507,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4370,52.71667,24.26666,0,7,"Regulus","regulus","Regulus regulus","Aves"
7532508,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4402,52.71667,24.26666,0,0.5,"Sitta","europaea","Sitta europaea","Aves"
7532509,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4476,52.71667,24.26666,0,1.5,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7532510,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4517,52.71667,24.26666,0,0.1,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
7532511,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4519,52.71667,24.26666,0,1.5,"Turdus","merula","Turdus merula","Aves"
7532512,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",4521,52.71667,24.26666,0,2.5,"Turdus","philomelos","Turdus philomelos","Aves"
7532513,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",45223,52.71667,24.26666,0,1,"Anthus","trivialis","Anthus trivialis","Aves"
7532514,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",45394,52.71667,24.26666,0,0.1,"Cyanistes","caeruleus","Cyanistes caeruleus","Aves"
7532515,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",45434,52.71667,24.26666,0,1,"Dryocopus","martius","Dryocopus martius","Aves"
7532516,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",45508,52.71667,24.26666,0,1,"Ficedula","parva","Ficedula parva","Aves"
7532517,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",45637,52.71667,24.26666,0,3,"Lophophanes","cristatus","Lophophanes cristatus","Aves"
7532518,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",45706,52.71667,24.26666,0,1,"Oriolus","oriolus","Oriolus oriolus","Aves"
7532519,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",45724,52.71667,24.26666,0,4.5,"Periparus","ater","Periparus ater","Aves"
7532520,360,NA,NA,1984,"52.716667_24.26666_1984_ne","ne",45729,52.71667,24.26666,0,6.5,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7532521,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3714,52.71667,24.26666,0,1,"Bonasa","bonasia","Bonasa bonasia","Aves"
7532522,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3770,52.71667,24.26666,0,1,"Carduelis","spinus","Carduelis spinus","Aves"
7532523,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3799,52.71667,24.26666,0,3.5,"Certhia","familiaris","Certhia familiaris","Aves"
7532524,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3835,52.71667,24.26666,0,1.5,"Columba","oenas","Columba oenas","Aves"
7532525,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3836,52.71667,24.26666,0,0.5,"Columba","palumbus","Columba palumbus","Aves"
7532526,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3858,52.71667,24.26666,0,0.1,"Cuculus","canorus","Cuculus canorus","Aves"
7532527,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3877,52.71667,24.26666,0,0.5,"Dendrocopos","major","Dendrocopos major","Aves"
7532528,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",39099,52.71667,24.26666,0,0.5,"Picoides","tridactylus","Picoides tridactylus","Aves"
7532529,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3929,52.71667,24.26666,0,7,"Erithacus","rubecula","Erithacus rubecula","Aves"
7532530,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3959,52.71667,24.26666,0,32,"Fringilla","coelebs","Fringilla coelebs","Aves"
7532531,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",3967,52.71667,24.26666,0,1.5,"Garrulus","glandarius","Garrulus glandarius","Aves"
7532532,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4125,52.71667,24.26666,0,3,"Muscicapa","striata","Muscicapa striata","Aves"
7532533,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4190,52.71667,24.26666,0,1,"Parus","major","Parus major","Aves"
7532534,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4254,52.71667,24.26666,0,1.5,"Phylloscopus","collybita","Phylloscopus collybita","Aves"
7532535,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4310,52.71667,24.26666,0,3.5,"Prunella","modularis","Prunella modularis","Aves"
7532536,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4364,52.71667,24.26666,0,1,"Pyrrhula","pyrrhula","Pyrrhula pyrrhula","Aves"
7532537,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4370,52.71667,24.26666,0,7.5,"Regulus","regulus","Regulus regulus","Aves"
7532538,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4402,52.71667,24.26666,0,1,"Sitta","europaea","Sitta europaea","Aves"
7532539,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4476,52.71667,24.26666,0,0.5,"Sylvia","atricapilla","Sylvia atricapilla","Aves"
7532540,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4517,52.71667,24.26666,0,1,"Troglodytes","troglodytes","Troglodytes troglodytes","Aves"
7532541,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4519,52.71667,24.26666,0,3,"Turdus","merula","Turdus merula","Aves"
7532542,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",4521,52.71667,24.26666,0,6,"Turdus","philomelos","Turdus philomelos","Aves"
7532543,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",45223,52.71667,24.26666,0,1,"Anthus","trivialis","Anthus trivialis","Aves"
7532544,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",45394,52.71667,24.26666,0,1,"Cyanistes","caeruleus","Cyanistes caeruleus","Aves"
7532545,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",45434,52.71667,24.26666,0,0.5,"Dryocopus","martius","Dryocopus martius","Aves"
7532546,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",45507,52.71667,24.26666,0,1,"Ficedula","hypoleuca","Ficedula hypoleuca","Aves"
7532547,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",45508,52.71667,24.26666,0,1,"Ficedula","parva","Ficedula parva","Aves"
7532548,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",45637,52.71667,24.26666,0,3.5,"Lophophanes","cristatus","Lophophanes cristatus","Aves"
7532550,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",45706,52.71667,24.26666,0,1,"Oriolus","oriolus","Oriolus oriolus","Aves"
7532551,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",45724,52.71667,24.26666,0,5.8,"Periparus","ater","Periparus ater","Aves"
7532552,360,NA,NA,1984,"52.716667_24.26666_1984_nw","nw",45729,52.71667,24.26666,0,12.5,"Phylloscopus","sibilatrix","Phylloscopus sibilatrix","Aves"
7532553,360,NA,NA,1984,"52.716667_24.26666_1984_w","w",3626,52.71667,24.26666,0,0.5,"Aegithalos","caudatus","Aegithalos caudatus","Aves"
7532554,360,NA,NA,1984,"52.716667_24.26666_1984_w","w",3728,52.71667,24.26666,0,0.5,"Buteo","buteo","Buteo buteo","Aves"
